,Unnamed: 0,MDT-O ,Object,Set #,Notes,Lure Rating,notes2,hash
2691,2691,002b.jpg,vise,d,,1,save,002-d
2698,2698,006a.jpg,four leaf clover,d,,4,save,006-d
2699,2699,006b.jpg,four leaf clover,d,,4,save,006-d
2704,2704,009a.jpg,glasses,d,,2,save,009-d
2705,2705,009b.jpg,glasses,d,,2,save,009-d
2714,2714,014a.jpg,piggie bank,d,,5,save,014-d
2715,2715,014b.jpg,piggie bank,d,,5,save,014-d
2736,2736,025a.jpg,hiking backpack,d,,4,save,025-d
2737,2737,025b.jpg,hiking backpack,d,,4,save,025-d
2744,2744,029a.jpg,lillies,d,,3,save,029-d
2745,2745,029b.jpg,lillies,d,,3,save,029-d
2748,2748,031a.jpg,golf clubs,d,,1,save,031-d
2749,2749,031b.jpg,golf clubs,d,,1,save,031-d
2758,2758,036a.jpg,ceiling light,d,,2,save,036-d
2759,2759,036b.jpg,ceiling light,d,,2,save,036-d
2770,2770,042a.jpg,wall plug,d,,3,save,042-d
2771,2771,042b.jpg,wall plug,d,,3,save,042-d
2780,2780,047a.jpg,luggage,d,,5,save,047-d
2781,2781,047b.jpg,luggage,d,,5,save,047-d
2792,2792,053a.jpg,mannequin head,d,,1,save,053-d
2793,2793,053b.jpg,mannequin head,d,,1,save,053-d
2798,2798,056a.jpg,laptop,d,,4,save,056-d
2799,2799,056b.jpg,laptop,d,,4,save,056-d
2804,2804,059a.jpg,halloween pumpkin,d,,5,save,059-d
2805,2805,059b.jpg,halloween pumpkin,d,,5,save,059-d
2808,2808,061a.jpg,saxxophone,d,,1,save,061-d
2809,2809,061b.jpg,saxxophone,d,,1,save,061-d
2816,2816,065a.jpg,apothecary scale,d,,2,save,065-d
2817,2817,065b.jpg,apothecary scale,d,,2,save,065-d
2818,2818,066a.jpg,digital camera,d,,2,save,066-d
2819,2819,066b.jpg,digital camera,d,,2,save,066-d
2842,2842,078a.jpg,engagement ring,d,,2,save,078-d
2843,2843,078b.jpg,engagement ring,d,,2,save,078-d
2870,2870,092a.jpg,race car toy,d,,5,save,092-d
2871,2871,092b.jpg,race car toy,d,,5,save,092-d
2904,2904,109a.jpg,nails,d,,2,save,109-d
2905,2905,109b.jpg,nails,d,,2,save,109-d
2928,2928,121a.jpg,for sale sign,d,,5,save,121-d
2929,2929,121b.jpg,for sale sign,d,,5,save,121-d
2938,2938,126a.jpg,green bean,d,,2,save,126-d
2939,2939,126b.jpg,green bean,d,,2,save,126-d
2944,2944,129a.jpg,gardening scissors,d,,2,save,129-d
2945,2945,129b.jpg,gardening scissors,d,,2,save,129-d
2952,2952,133a.jpg,kitchen brush,d,,5,save,133-d
2953,2953,133b.jpg,kitchen brush,d,,5,save,133-d
2956,2956,135a.jpg,flower necklace,d,,4,save,135-d
2957,2957,135b.jpg,flower necklace,d,,4,save,135-d
2958,2958,136a.jpg,baseball gloves,d,,2,save,136-d
2959,2959,136b.jpg,baseball gloves,d,,2,save,136-d
2962,2962,138a.jpg,kenu,d,,1,save,138-d
2963,2963,138b.jpg,kenu,d,,1,save,138-d
2978,2978,146a.jpg,paper towel,d,,3,save,146-d
2979,2979,146b.jpg,paper towel,d,,3,save,146-d
2988,2988,151a.jpg,ipod player,d,,5,save,151-d
2989,2989,151b.jpg,ipod player,d,,5,save,151-d
3000,3000,157a.jpg,coffee thermos,d,,5,save,157-d
3001,3001,157b.jpg,coffee thermos,d,,5,save,157-d
3024,3024,169a.jpg,heating pad,d,,5,save,169-d
3025,3025,169b.jpg,heating pad,d,,5,save,169-d
3026,3026,170a.jpg,nailer,d,,4,save,170-d
3027,3027,170b.jpg,nailer,d,,4,save,170-d
3040,3040,177a.jpg,front door,d,,1,save,177-d
3041,3041,177b.jpg,front door,d,,1,save,177-d
3046,3046,180a.jpg,plush goat,d,,1,save,180-d
3047,3047,180b.jpg,plush goat,d,,1,save,180-d
3058,3058,186a.jpg,thinker statue,d,,3,save,186-d
3059,3059,186b.jpg,thinker statue,d,,3,save,186-d
3066,3066,190a.jpg,ice trays,d,,5,save,190-d
3067,3067,190b.jpg,ice trays,d,,5,save,190-d
3070,3070,192a.jpg,laundry basket,d,,1,save,192-d
3071,3071,192b.jpg,laundry basket,d,,1,save,192-d
3076,3076,003a.jpg,bunny slippers,e,,5,save,003-e
3077,3077,003b.jpg,bunny slippers,e,,5,save,003-e
3082,3082,006a.jpg,weight barbell,e,,4,save,006-e
3083,3083,006b.jpg,weight barbell,e,,4,save,006-e
3112,3112,021a.jpg,door knob,e,,4,save,021-e
3113,3113,021b.jpg,door knob,e,,4,save,021-e
3114,3114,022a.jpg,old cell phone,e,,3,save,022-e
3115,3115,022b.jpg,old cell phone,e,,3,save,022-e
3116,3116,023a.jpg,silverware,e,,1,save,023-e
3117,3117,023b.jpg,silverware,e,,1,save,023-e
3118,3118,024a.jpg,wine cork,e,,3,save,024-e
3119,3119,024b.jpg,wine cork,e,,3,save,024-e
3124,3124,027a.jpg,skiing goggles,e,,3,save,027-e
3125,3125,027b.jpg,skiing goggles,e,,3,save,027-e
3134,3134,032a.jpg,coffee maker,e,,3,save,032-e
3135,3135,032b.jpg,coffee maker,e,,3,save,032-e
3136,3136,033a.jpg,power drill,e,,3,save,033-e
3137,3137,033b.jpg,power drill,e,,3,save,033-e
3146,3146,038a.jpg,knitting kit,e,,4,save,038-e
3147,3147,038b.jpg,knitting kit,e,,4,save,038-e
3152,3152,041a.jpg,leash,e,,1,save,041-e
3153,3153,041b.jpg,leash,e,,1,save,041-e
3186,3186,058a.jpg,bobby pin,e,,2,save,058-e
3187,3187,058b.jpg,bobby pin,e,,2,save,058-e
3188,3188,059a.jpg,cat carrier,e,,1,save,059-e
3189,3189,059b.jpg,cat carrier,e,,1,save,059-e
3190,3190,060a.jpg,domino,e,,2,save,060-e
3191,3191,060b.jpg,domino,e,,2,save,060-e
3192,3192,061a.jpg,tickets,e,,1,save,061-e
3193,3193,061b.jpg,tickets,e,,1,save,061-e
3210,3210,070a.jpg,pet food,e,,3,save,070-e
3211,3211,070b.jpg,pet food,e,,3,save,070-e
3212,3212,071a.jpg,paper lamp cover,e,,1,save,071-e
3213,3213,071b.jpg,paper lamp cover,e,,1,save,071-e
3216,3216,073a.jpg,food tray,e,,3,save,073-e
3217,3217,073b.jpg,food tray,e,,3,save,073-e
3220,3220,075a.jpg,bathing suit,e,,5,save,075-e
3221,3221,075b.jpg,bathing suit,e,,5,save,075-e
3226,3226,078a.jpg,contact lense holder,e,,5,save,078-e
3227,3227,078b.jpg,contact lense holder,e,,5,save,078-e
3228,3228,079a.jpg,toy dinosaur,e,,3,save,079-e
3229,3229,079b.jpg,toy dinosaur,e,,3,save,079-e
3236,3236,083a.jpg,loofah sponge,e,,4,save,083-e
3237,3237,083b.jpg,loofah sponge,e,,4,save,083-e
3248,3248,089a.jpg,guitar amp,e,,1,save,089-e
3249,3249,089b.jpg,guitar amp,e,,1,save,089-e
3250,3250,090a.jpg,toy house,e,,2,save,090-e
3251,3251,090b.jpg,toy house,e,,2,save,090-e
3262,3262,096a.jpg,wedding cake,e,,2,save,096-e
3263,3263,096b.jpg,wedding cake,e,,2,save,096-e
3266,3266,098a.jpg,plush lion,e,,3,save,098-e
3267,3267,098b.jpg,plush lion,e,,3,save,098-e
3272,3272,101a.jpg,cotton swab,e,,5,save,101-e
3273,3273,101b.jpg,cotton swab,e,,5,save,101-e
3288,3288,109a.jpg,bowl of cereal,e,,2,save,109-e
3289,3289,109b.jpg,bowl of cereal,e,,2,save,109-e
3290,3290,110a.jpg,festive mask,e,,2,save,110-e
3291,3291,110b.jpg,festive mask,e,,2,save,110-e
3294,3294,112a.jpg,oil and vinegar cruet,e,,1,save,112-e
3295,3295,112b.jpg,oil and vinegar cruet,e,,1,save,112-e
3298,3298,114a.jpg,ice cream,e,,4,save,114-e
3299,3299,114b.jpg,ice cream,e,,4,save,114-e
3300,3300,115a.jpg,swan,e,,5,save,115-e
3301,3301,115b.jpg,swan,e,,5,save,115-e
3304,3304,117a.jpg,odd sided dice,e,,3,save,117-e
3305,3305,117b.jpg,odd sided dice,e,,3,save,117-e
3332,3332,131a.jpg,gymnatis bars,e,,4,save,131-e
3333,3333,131b.jpg,gymnatis bars,e,,4,save,131-e
3338,3338,134a.jpg,cantelope,e,,5,save,134-e
3339,3339,134b.jpg,cantelope,e,,5,save,134-e
3340,3340,135a.jpg,pastry,e,,5,save,135-e
3341,3341,135b.jpg,pastry,e,,5,save,135-e
3342,3342,136a.jpg,airplane toy,e,,4,save,136-e
3343,3343,136b.jpg,airplane toy,e,,4,save,136-e
3348,3348,139a.jpg,origami,e,,3,save,139-e
3349,3349,139b.jpg,origami,e,,3,save,139-e
3350,3350,140a.jpg,traffic light,e,,4,save,140-e
3351,3351,140b.jpg,traffic light,e,,4,save,140-e
3352,3352,141a.jpg,cinnabon,e,,5,save,141-e
3353,3353,141b.jpg,cinnabon,e,,5,save,141-e
3354,3354,142a.jpg,hair curler,e,,2,save,142-e
3355,3355,142b.jpg,hair curler,e,,2,save,142-e
3360,3360,145a.jpg,fish net,e,,3,save,145-e
3361,3361,145b.jpg,fish net,e,,3,save,145-e
3362,3362,146a.jpg,umbrella pick,e,,4,save,146-e
3363,3363,146b.jpg,umbrella pick,e,,4,save,146-e
3364,3364,147a.jpg,web camera,e,,1,save,147-e
3365,3365,147b.jpg,web camera,e,,1,save,147-e
3366,3366,148a.jpg,glue gun,e,,4,save,148-e
3367,3367,148b.jpg,glue gun,e,,4,save,148-e
3374,3374,152a.jpg,horse statue,e,,4,save,152-e
3375,3375,152b.jpg,horse statue,e,,4,save,152-e
3390,3390,160a.jpg,crocks,e,,3,save,160-e
3391,3391,160b.jpg,crocks,e,,3,save,160-e
3392,3392,161a.jpg,pill organizer,e,,5,save,161-e
3393,3393,161b.jpg,pill organizer,e,,5,save,161-e
3394,3394,162a.jpg,gold jar,e,,3,save,162-e
3395,3395,162b.jpg,gold jar,e,,3,save,162-e
3400,3400,165a.jpg,shake,e,,5,save,165-e
3401,3401,165b.jpg,shake,e,,5,save,165-e
3404,3404,167a.jpg,snow plow,e,,5,save,167-e
3405,3405,167b.jpg,snow plow,e,,5,save,167-e
3414,3414,172a.jpg,sushi roll,e,,4,save,172-e
3415,3415,172b.jpg,sushi roll,e,,4,save,172-e
3418,3418,174a.jpg,tandem,e,,5,save,174-e
3419,3419,174b.jpg,tandem,e,,5,save,174-e
3432,3432,181a.jpg,patio heater,e,,2,save,181-e
3433,3433,181b.jpg,patio heater,e,,2,save,181-e
3436,3436,183a.jpg,track obstacle,e,,4,save,183-e
3437,3437,183b.jpg,track obstacle,e,,4,save,183-e
3440,3440,185a.jpg,sphynx,e,,2,save,185-e
3441,3441,185b.jpg,sphynx,e,,2,save,185-e
3456,3456,001a.jpg,potato peeler,f,,4,save,001-f
3457,3457,001b.jpg,potato peeler,f,,4,save,001-f
3464,3464,005a.jpg,clipboard,f,,1,save,005-f
3465,3465,005b.jpg,clipboard,f,,1,save,005-f
3466,3466,006a.jpg,easel,f,,2,save,006-f
3467,3467,006b.jpg,easel,f,,2,save,006-f
3478,3478,012a.jpg,café sign,f,,5,save,012-f
3479,3479,012b.jpg,café sign,f,,5,save,012-f
3500,3500,023a.jpg,oven,f,,1,save,023-f
3501,3501,023b.jpg,oven,f,,1,save,023-f
3504,3504,025a.jpg,airpot coffee dispenser,f,,3,save,025-f
3505,3505,025b.jpg,airpot coffee dispenser,f,,3,save,025-f
3508,3508,027a.jpg,insents,f,,4,save,027-f
3509,3509,027b.jpg,insents,f,,4,save,027-f
3522,3522,034a.jpg,parade mask,f,,1,save,034-f
3523,3523,034b.jpg,parade mask,f,,1,save,034-f
3530,3530,038a.jpg,tonks,f,,2,save,038-f
3531,3531,038b.jpg,tonks,f,,2,save,038-f
3536,3536,041a.jpg,nail filer,f,,3,save,041-f
3537,3537,041b.jpg,nail filer,f,,3,save,041-f
3544,3544,045a.jpg,band aid,f,,1,save,045-f
3545,3545,045b.jpg,band aid,f,,1,save,045-f
3558,3558,052a.jpg,guitar case,f,,1,save,052-f
3559,3559,052b.jpg,gutiar case,f,,1,save,052-f
3570,3570,058a.jpg,hair tie,f,,4,save,058-f
3571,3571,058b.jpg,hair tie,f,,4,save,058-f
3572,3572,059a.jpg,loudspeaker,f,,1,save,059-f
3573,3573,059b.jpg,loudspeaker,f,,1,save,059-f
3588,3588,067a.jpg,rumba shaker,f,,4,save,067-f
3589,3589,067b.jpg,rumba shaker,f,,4,save,067-f
3592,3592,069a.jpg,xilophone,f,,3,save,069-f
3593,3593,069b.jpg,xilophone,f,,3,save,069-f
3606,3606,076a.jpg,petri dish,f,,5,save,076-f
3607,3607,076b.jpg,petri dish,f,,5,save,076-f
3616,3616,081a.jpg,silverware with tray,f,,2,save,081-f
3617,3617,081b.jpg,silverware with tray,f,,2,save,081-f
3630,3630,088a.jpg,cleaning gloves,f,,2,save,088-f
3631,3631,088b.jpg,cleaning gloves,f,,2,save,088-f
3634,3634,090a.jpg,cocktail,f,,4,save,090-f
3635,3635,090b.jpg,cocktail,f,,4,save,090-f
3636,3636,091a.jpg,windshield wiper,f,,3,save,091-f
3637,3637,091b.jpg,windshield wiper,f,,3,save,091-f
3640,3640,093a.jpg,coffee filters,f,,2,save,093-f
3641,3641,093b.jpg,coffee filters,f,,2,save,093-f
3648,3648,097a.jpg,dish rack,f,,3,save,097-f
3649,3649,097b.jpg,dish rack,f,,3,save,097-f
3652,3652,099a.jpg,cuticle cutter,f,,3,save,099-f
3653,3653,099b.jpg,cuticle cutter,f,,3,save,099-f
3714,3714,130a.jpg,clip?,f,,3,save,130-f
3715,3715,130b.jpg,clip?,f,,3,save,130-f
3724,3724,135a.jpg,defibrillator,f,,5,save,135-f
3725,3725,135b.jpg,defibrillator,f,,5,save,135-f
3740,3740,143a.jpg,knitting yarn,f,,5,save,143-f
3741,3741,143b.jpg,knitting yarn,f,,5,save,143-f
3742,3742,144a.jpg,thread,f,,5,save,144-f
3743,3743,144b.jpg,thread,f,,5,save,144-f
3760,3760,153a.jpg,lunch bag,f,,4,save,153-f
3761,3761,153b.jpg,lunch bag,f,,4,save,153-f
3772,3772,159a.jpg,chopsticks,f,,5,save,159-f
3773,3773,159b.jpg,chopsticks,f,,5,save,159-f
3784,3784,165a.jpg,hoop earring,f,,4,save,165-f
3785,3785,165b.jpg,hoop earring,f,,4,save,165-f
3790,3790,168a.jpg,handprint,f,,2,save,168-f
3791,3791,168b.jpg,handprint,f,,2,save,168-f
3804,3804,175a.jpg,plastic container,f,,5,save,175-f
3805,3805,175b.jpg,plastic container,f,,5,save,175-f
3818,3818,182a.jpg,gold dust,f,,4,save,182-f
3819,3819,182b.jpg,gold dust,f,,4,save,182-f
3834,3834,190a.jpg,camera film,f,,1,save,190-f
3835,3835,190b.jpg,camera film,f,,1,save,190-f
3836,3836,191a.jpg,disposable camera,f,,3,save,191-f
3837,3837,191b.jpg,disposable camera,f,,3,save,191-f
